Sensors in this area:
Sensor1 (lat:44, long:-0.3) ()
Sensor2 (lat:44, long:0.4) ()
Sensor11 (lat:44.4, long:-0.3) ()
Sensor12 (lat:44.4, long:0.4) ()
Sensor66 (lat:46.4, long:3.2) ()
Sensor76 (lat:46.8, long:3.2) ()
Sensor77 (lat:46.8, long:3.9) ()
Sensor86 (lat:47.2, long:3.2) ()
Sensor87 (lat:47.2, long:3.9) ()
Sensor96 (lat:47.6, long:3.2) ()
Sensor97 (lat:47.6, long:3.9) ()
Measures for this area: 
2019-05-07 12:00:00 Sensor1 O3 31.83
2019-05-07 12:00:00 Sensor1 NO2 57.79
2019-05-07 12:00:00 Sensor1 SO2 65.58
2019-05-07 12:00:00 Sensor1 PM10 62.42
2019-05-08 12:00:00 Sensor1 O3 72.92
2019-05-08 12:00:00 Sensor1 NO2 61.08
2019-05-08 12:00:00 Sensor1 SO2 68.33
2019-05-08 12:00:00 Sensor1 PM10 80.29
2019-05-09 12:00:00 Sensor1 O3 54.29
2019-05-09 12:00:00 Sensor1 NO2 38.38
2019-05-09 12:00:00 Sensor1 SO2 50.83
2019-05-09 12:00:00 Sensor1 PM10 71.38
2019-05-10 12:00:00 Sensor1 O3 62.38
2019-05-10 12:00:00 Sensor1 NO2 61.38
2019-05-10 12:00:00 Sensor1 SO2 77.67
2019-05-10 12:00:00 Sensor1 PM10 41.33
2019-05-11 12:00:00 Sensor1 O3 41
2019-05-11 12:00:00 Sensor1 NO2 36.42
2019-05-11 12:00:00 Sensor1 SO2 56.25
2019-05-11 12:00:00 Sensor1 PM10 68.17
2019-05-12 12:00:00 Sensor1 O3 73.33
2019-05-12 12:00:00 Sensor1 NO2 35.12
2019-05-12 12:00:00 Sensor1 SO2 73.33
2019-05-12 12:00:00 Sensor1 PM10 43.71
2019-05-13 12:00:00 Sensor1 O3 70.12
2019-05-13 12:00:00 Sensor1 NO2 54.42
2019-05-13 12:00:00 Sensor1 SO2 38.46
2019-05-13 12:00:00 Sensor1 PM10 52.21
2019-05-14 12:00:00 Sensor1 O3 49.08
2019-05-14 12:00:00 Sensor1 NO2 35.79
2019-05-14 12:00:00 Sensor1 SO2 74.33
2019-05-14 12:00:00 Sensor1 PM10 22.75
2019-05-15 12:00:00 Sensor1 O3 44.08
2019-05-15 12:00:00 Sensor1 NO2 62
2019-05-15 12:00:00 Sensor1 SO2 21.42
2019-05-15 12:00:00 Sensor1 PM10 37
2019-05-16 12:00:00 Sensor1 O3 44.25
2019-05-16 12:00:00 Sensor1 NO2 49.83
2019-05-16 12:00:00 Sensor1 SO2 80.71
2019-05-16 12:00:00 Sensor1 PM10 61.25
2019-05-17 12:00:00 Sensor1 O3 56.75
2019-05-17 12:00:00 Sensor1 NO2 69.29
2019-05-17 12:00:00 Sensor1 SO2 36.62
2019-05-17 12:00:00 Sensor1 PM10 43.96
2019-05-18 12:00:00 Sensor1 O3 43.54
2019-05-18 12:00:00 Sensor1 NO2 56.67
2019-05-18 12:00:00 Sensor1 SO2 71.12
2019-05-18 12:00:00 Sensor1 PM10 24.96
2019-05-19 12:00:00 Sensor1 O3 26.75
2019-05-19 12:00:00 Sensor1 NO2 53.08
2019-05-19 12:00:00 Sensor1 SO2 58.25
2019-05-19 12:00:00 Sensor1 PM10 42.88
2019-05-20 12:00:00 Sensor1 O3 39.25
2019-05-20 12:00:00 Sensor1 NO2 37.75
2019-05-20 12:00:00 Sensor1 SO2 47.88
2019-05-20 12:00:00 Sensor1 PM10 59.5
2019-05-21 12:00:00 Sensor1 O3 34.62
2019-05-21 12:00:00 Sensor1 NO2 66.04
2019-05-21 12:00:00 Sensor1 SO2 51.92
2019-05-21 12:00:00 Sensor1 PM10 25.79
2019-05-22 12:00:00 Sensor1 O3 66.88
2019-05-22 12:00:00 Sensor1 NO2 59.38
2019-05-22 12:00:00 Sensor1 SO2 50.58
2019-05-22 12:00:00 Sensor1 PM10 27.79
2019-05-23 12:00:00 Sensor1 O3 26.38
2019-05-23 12:00:00 Sensor1 NO2 43.04
2019-05-23 12:00:00 Sensor1 SO2 71.21
2019-05-23 12:00:00 Sensor1 PM10 49.62
2019-05-24 12:00:00 Sensor1 O3 47.71
2019-05-24 12:00:00 Sensor1 NO2 84.5
2019-05-24 12:00:00 Sensor1 SO2 52.79
2019-05-24 12:00:00 Sensor1 PM10 36.5
2019-05-25 12:00:00 Sensor1 O3 54.54
2019-05-25 12:00:00 Sensor1 NO2 46.12
2019-05-25 12:00:00 Sensor1 SO2 69.79
2019-05-25 12:00:00 Sensor1 PM10 51.62
2019-05-26 12:00:00 Sensor1 O3 48.12
2019-05-26 12:00:00 Sensor1 NO2 53.88
2019-05-26 12:00:00 Sensor1 SO2 49.92
2019-05-26 12:00:00 Sensor1 PM10 57.92
2019-05-27 12:00:00 Sensor1 O3 39.38
2019-05-27 12:00:00 Sensor1 NO2 48.83
2019-05-27 12:00:00 Sensor1 SO2 53.29
2019-05-27 12:00:00 Sensor1 PM10 38.12
2019-05-28 12:00:00 Sensor1 O3 48.79
2019-05-28 12:00:00 Sensor1 NO2 48.33
2019-05-28 12:00:00 Sensor1 SO2 48.29
2019-05-28 12:00:00 Sensor1 PM10 45.88
2019-05-29 12:00:00 Sensor1 O3 50.75
2019-05-29 12:00:00 Sensor1 NO2 49.71
2019-05-29 12:00:00 Sensor1 SO2 50.75
2019-05-29 12:00:00 Sensor1 PM10 28.62
2019-05-30 12:00:00 Sensor1 O3 38.17
2019-05-30 12:00:00 Sensor1 NO2 52.92
2019-05-30 12:00:00 Sensor1 SO2 35.79
2019-05-30 12:00:00 Sensor1 PM10 42.42
2019-05-31 12:00:00 Sensor1 O3 47.38
2019-05-31 12:00:00 Sensor1 NO2 35.04
2019-05-31 12:00:00 Sensor1 SO2 46.33
2019-05-31 12:00:00 Sensor1 PM10 33.83
2019-06-01 12:00:00 Sensor1 O3 47.79
2019-06-01 12:00:00 Sensor1 NO2 41
2019-06-01 12:00:00 Sensor1 SO2 65.96
2019-06-01 12:00:00 Sensor1 PM10 37.33
2019-06-02 12:00:00 Sensor1 O3 32.83
2019-06-02 12:00:00 Sensor1 NO2 29.79
2019-06-02 12:00:00 Sensor1 SO2 52.96
2019-06-02 12:00:00 Sensor1 PM10 58.54
2019-06-03 12:00:00 Sensor1 O3 54.83
2019-06-03 12:00:00 Sensor1 NO2 54.29
2019-06-03 12:00:00 Sensor1 SO2 41.38
2019-06-03 12:00:00 Sensor1 PM10 56.62
2019-06-04 12:00:00 Sensor1 O3 55.62
2019-06-04 12:00:00 Sensor1 NO2 50.75
2019-06-04 12:00:00 Sensor1 SO2 40.12
2019-06-04 12:00:00 Sensor1 PM10 36.71
2019-06-05 12:00:00 Sensor1 O3 65.67
2019-06-05 12:00:00 Sensor1 NO2 56.88
2019-06-05 12:00:00 Sensor1 SO2 61.33
2019-06-05 12:00:00 Sensor1 PM10 43.5
2019-06-06 12:00:00 Sensor1 O3 53.67
2019-06-06 12:00:00 Sensor1 NO2 56.33
2019-06-06 12:00:00 Sensor1 SO2 42
2019-06-06 12:00:00 Sensor1 PM10 42.79
2019-06-07 12:00:00 Sensor1 O3 44.58
2019-06-07 12:00:00 Sensor1 NO2 53.71
2019-06-07 12:00:00 Sensor1 SO2 39.46
2019-06-07 12:00:00 Sensor1 PM10 17.38
2019-06-08 12:00:00 Sensor1 O3 60.62
2019-06-08 12:00:00 Sensor1 NO2 75.08
2019-06-08 12:00:00 Sensor1 SO2 51.04
2019-06-08 12:00:00 Sensor1 PM10 37.25
2019-06-09 12:00:00 Sensor1 O3 62.42
2019-06-09 12:00:00 Sensor1 NO2 65.96
2019-06-09 12:00:00 Sensor1 SO2 46.08
2019-06-09 12:00:00 Sensor1 PM10 62.83
2019-06-10 12:00:00 Sensor1 O3 54.29
2019-06-10 12:00:00 Sensor1 NO2 65.46
2019-06-10 12:00:00 Sensor1 SO2 50.04
2019-06-10 12:00:00 Sensor1 PM10 40.58
2019-06-11 12:00:00 Sensor1 O3 17.33
2019-06-11 12:00:00 Sensor1 NO2 64.12
2019-06-11 12:00:00 Sensor1 SO2 52.79
2019-06-11 12:00:00 Sensor1 PM10 38.83
2019-06-12 12:00:00 Sensor1 O3 69.67
2019-06-12 12:00:00 Sensor1 NO2 53.21
2019-06-12 12:00:00 Sensor1 SO2 59.46
2019-06-12 12:00:00 Sensor1 PM10 57.25
2019-06-13 12:00:00 Sensor1 O3 45.21
2019-06-13 12:00:00 Sensor1 NO2 70.58
2019-06-13 12:00:00 Sensor1 SO2 58.33
2019-06-13 12:00:00 Sensor1 PM10 50
2019-06-14 12:00:00 Sensor1 O3 38.96
2019-06-14 12:00:00 Sensor1 NO2 37.38
2019-06-14 12:00:00 Sensor1 SO2 35.83
2019-06-14 12:00:00 Sensor1 PM10 51.46
2019-06-15 12:00:00 Sensor1 O3 64
2019-06-15 12:00:00 Sensor1 NO2 38.17
2019-06-15 12:00:00 Sensor1 SO2 42.38
2019-06-15 12:00:00 Sensor1 PM10 49.75
2019-06-16 12:00:00 Sensor1 O3 33
2019-06-16 12:00:00 Sensor1 NO2 52.21
2019-06-16 12:00:00 Sensor1 SO2 60.83
2019-06-16 12:00:00 Sensor1 PM10 51.58
2019-06-17 12:00:00 Sensor1 O3 49.88
2019-06-17 12:00:00 Sensor1 NO2 56.96
2019-06-17 12:00:00 Sensor1 SO2 64.96
2019-06-17 12:00:00 Sensor1 PM10 58.33
2019-06-18 12:00:00 Sensor1 O3 69.5
2019-06-18 12:00:00 Sensor1 NO2 23.92
2019-06-18 12:00:00 Sensor1 SO2 67.62
2019-06-18 12:00:00 Sensor1 PM10 47.96
2019-06-19 12:00:00 Sensor1 O3 52.29
2019-06-19 12:00:00 Sensor1 NO2 56.62
2019-06-19 12:00:00 Sensor1 SO2 81.62
2019-06-19 12:00:00 Sensor1 PM10 39.88
2019-06-20 12:00:00 Sensor1 O3 62.92
2019-06-20 12:00:00 Sensor1 NO2 45.88
2019-06-20 12:00:00 Sensor1 SO2 48.04
2019-06-20 12:00:00 Sensor1 PM10 50.08
2019-06-21 12:00:00 Sensor1 O3 45.5
2019-06-21 12:00:00 Sensor1 NO2 80.58
2019-06-21 12:00:00 Sensor1 SO2 60.54
2019-06-21 12:00:00 Sensor1 PM10 69.21
2019-06-22 12:00:00 Sensor1 O3 56.46
2019-06-22 12:00:00 Sensor1 NO2 30.21
2019-06-22 12:00:00 Sensor1 SO2 48.5
2019-06-22 12:00:00 Sensor1 PM10 44.71
2019-06-23 12:00:00 Sensor1 O3 58.71
2019-06-23 12:00:00 Sensor1 NO2 54.88
2019-06-23 12:00:00 Sensor1 SO2 47.42
2019-06-23 12:00:00 Sensor1 PM10 38.92
2019-06-24 12:00:00 Sensor1 O3 48.21
2019-06-24 12:00:00 Sensor1 NO2 58.71
2019-06-24 12:00:00 Sensor1 SO2 40.08
2019-06-24 12:00:00 Sensor1 PM10 40.21
2019-06-25 12:00:00 Sensor1 O3 48.67
2019-06-25 12:00:00 Sensor1 NO2 68.38
2019-06-25 12:00:00 Sensor1 SO2 57.88
2019-06-25 12:00:00 Sensor1 PM10 86
2019-06-26 12:00:00 Sensor1 O3 62.71
2019-06-26 12:00:00 Sensor1 NO2 78.5
2019-06-26 12:00:00 Sensor1 SO2 69.12
2019-06-26 12:00:00 Sensor1 PM10 41.62
2019-06-27 12:00:00 Sensor1 O3 64.62
2019-06-27 12:00:00 Sensor1 NO2 42
2019-06-27 12:00:00 Sensor1 SO2 43.58
2019-06-27 12:00:00 Sensor1 PM10 56.62
2019-06-28 12:00:00 Sensor1 O3 41
2019-06-28 12:00:00 Sensor1 NO2 51.38
2019-06-28 12:00:00 Sensor1 SO2 36.21
2019-06-28 12:00:00 Sensor1 PM10 41.12
2019-06-29 12:00:00 Sensor1 O3 39.96
2019-06-29 12:00:00 Sensor1 NO2 51.88
2019-06-29 12:00:00 Sensor1 SO2 38.38
2019-06-29 12:00:00 Sensor1 PM10 37.96
2019-06-30 12:00:00 Sensor1 O3 70.96
2019-06-30 12:00:00 Sensor1 NO2 51.46
2019-06-30 12:00:00 Sensor1 SO2 35.92
2019-06-30 12:00:00 Sensor1 PM10 34.38
2019-07-01 12:00:00 Sensor1 O3 63.42
2019-07-01 12:00:00 Sensor1 NO2 46.75
2019-07-01 12:00:00 Sensor1 SO2 77.17
2019-07-01 12:00:00 Sensor1 PM10 38.08
2019-07-02 12:00:00 Sensor1 O3 68.21
2019-07-02 12:00:00 Sensor1 NO2 49.21
2019-07-02 12:00:00 Sensor1 SO2 29.96
2019-07-02 12:00:00 Sensor1 PM10 41.46
2019-07-03 12:00:00 Sensor1 O3 48.29
2019-07-03 12:00:00 Sensor1 NO2 59.25
2019-07-03 12:00:00 Sensor1 SO2 52.04
2019-07-03 12:00:00 Sensor1 PM10 39.92
2019-07-04 12:00:00 Sensor1 O3 55.88
2019-07-04 12:00:00 Sensor1 NO2 36.79
2019-07-04 12:00:00 Sensor1 SO2 49.08
2019-07-04 12:00:00 Sensor1 PM10 59.92
2019-07-05 12:00:00 Sensor1 O3 53.54
2019-07-05 12:00:00 Sensor1 NO2 43.5
2019-07-05 12:00:00 Sensor1 SO2 42.67
2019-07-05 12:00:00 Sensor1 PM10 45.21
2019-07-06 12:00:00 Sensor1 O3 52.33
2019-07-06 12:00:00 Sensor1 NO2 40
2019-07-06 12:00:00 Sensor1 SO2 43.75
2019-07-06 12:00:00 Sensor1 PM10 43.75
2019-07-07 12:00:00 Sensor1 O3 54.21
2019-07-07 12:00:00 Sensor1 NO2 54.04
2019-07-07 12:00:00 Sensor1 SO2 54.17
2019-07-07 12:00:00 Sensor1 PM10 47.96
2019-07-08 12:00:00 Sensor1 O3 46.88
2019-07-08 12:00:00 Sensor1 NO2 66.92
2019-07-08 12:00:00 Sensor1 SO2 63.12
2019-07-08 12:00:00 Sensor1 PM10 34.33
2019-07-09 12:00:00 Sensor1 O3 35.08
2019-07-09 12:00:00 Sensor1 NO2 48.25
2019-07-09 12:00:00 Sensor1 SO2 44.42
2019-07-09 12:00:00 Sensor1 PM10 58
2019-07-10 12:00:00 Sensor1 O3 45
2019-07-10 12:00:00 Sensor1 NO2 44.58
2019-07-10 12:00:00 Sensor1 SO2 44.29
2019-07-10 12:00:00 Sensor1 PM10 49.54
2019-07-11 12:00:00 Sensor1 O3 39.25
2019-07-11 12:00:00 Sensor1 NO2 22.5
2019-07-11 12:00:00 Sensor1 SO2 46.5
2019-07-11 12:00:00 Sensor1 PM10 54.96
2019-07-12 12:00:00 Sensor1 O3 40.75
2019-07-12 12:00:00 Sensor1 NO2 46.54
2019-07-12 12:00:00 Sensor1 SO2 59.71
2019-07-12 12:00:00 Sensor1 PM10 51.33
2019-07-13 12:00:00 Sensor1 O3 33.67
2019-07-13 12:00:00 Sensor1 NO2 57.62
2019-07-13 12:00:00 Sensor1 SO2 31.29
2019-07-13 12:00:00 Sensor1 PM10 44.88
2019-07-14 12:00:00 Sensor1 O3 39.92
2019-07-14 12:00:00 Sensor1 NO2 43
2019-07-14 12:00:00 Sensor1 SO2 34
2019-07-14 12:00:00 Sensor1 PM10 55.62
2019-07-15 12:00:00 Sensor1 O3 46
2019-07-15 12:00:00 Sensor1 NO2 69.29
2019-07-15 12:00:00 Sensor1 SO2 60.92
2019-07-15 12:00:00 Sensor1 PM10 58.79
2019-07-16 12:00:00 Sensor1 O3 47.42
2019-07-16 12:00:00 Sensor1 NO2 40.67
2019-07-16 12:00:00 Sensor1 SO2 39.04
2019-07-16 12:00:00 Sensor1 PM10 49.92
2019-07-17 12:00:00 Sensor1 O3 42
2019-07-17 12:00:00 Sensor1 NO2 45.42
2019-07-17 12:00:00 Sensor1 SO2 70.71
2019-07-17 12:00:00 Sensor1 PM10 49.33
2019-07-18 12:00:00 Sensor1 O3 25.25
2019-07-18 12:00:00 Sensor1 NO2 55.96
2019-07-18 12:00:00 Sensor1 SO2 69.58
2019-07-18 12:00:00 Sensor1 PM10 42.17
2019-07-19 12:00:00 Sensor1 O3 55.58
2019-07-19 12:00:00 Sensor1 NO2 56.75
2019-07-19 12:00:00 Sensor1 SO2 68.92
2019-07-19 12:00:00 Sensor1 PM10 40.25
2019-07-20 12:00:00 Sensor1 O3 22.67
2019-07-20 12:00:00 Sensor1 NO2 21.62
2019-07-20 12:00:00 Sensor1 SO2 71.38
2019-07-20 12:00:00 Sensor1 PM10 59.5
2019-07-21 12:00:00 Sensor1 O3 49.38
2019-07-21 12:00:00 Sensor1 NO2 65.79
2019-07-21 12:00:00 Sensor1 SO2 58.71
2019-07-21 12:00:00 Sensor1 PM10 41.25
2019-07-22 12:00:00 Sensor1 O3 60.88
2019-07-22 12:00:00 Sensor1 NO2 65.25
2019-07-22 12:00:00 Sensor1 SO2 49.21
2019-07-22 12:00:00 Sensor1 PM10 49.79
2019-07-23 12:00:00 Sensor1 O3 47.83
2019-07-23 12:00:00 Sensor1 NO2 60
2019-07-23 12:00:00 Sensor1 SO2 47.38
2019-07-23 12:00:00 Sensor1 PM10 37.96
2019-07-24 12:00:00 Sensor1 O3 57.17
2019-07-24 12:00:00 Sensor1 NO2 48.25
2019-07-24 12:00:00 Sensor1 SO2 51.5
2019-07-24 12:00:00 Sensor1 PM10 59.88
2019-07-25 12:00:00 Sensor1 O3 61
2019-07-25 12:00:00 Sensor1 NO2 42.88
2019-07-25 12:00:00 Sensor1 SO2 33.04
2019-07-25 12:00:00 Sensor1 PM10 41.71
2019-07-26 12:00:00 Sensor1 O3 45.46
2019-07-26 12:00:00 Sensor1 NO2 39.62
2019-07-26 12:00:00 Sensor1 SO2 59.54
2019-07-26 12:00:00 Sensor1 PM10 69.08
2019-07-27 12:00:00 Sensor1 O3 71.58
2019-07-27 12:00:00 Sensor1 NO2 62.46
2019-07-27 12:00:00 Sensor1 SO2 62.38
2019-07-27 12:00:00 Sensor1 PM10 35.96
2019-07-28 12:00:00 Sensor1 O3 50.71
2019-07-28 12:00:00 Sensor1 NO2 71
2019-07-28 12:00:00 Sensor1 SO2 47.42
2019-07-28 12:00:00 Sensor1 PM10 45.92
2019-07-29 12:00:00 Sensor1 O3 65.71
2019-07-29 12:00:00 Sensor1 NO2 75.79
2019-07-29 12:00:00 Sensor1 SO2 36.29
2019-07-29 12:00:00 Sensor1 PM10 38.96
2019-07-30 12:00:00 Sensor1 O3 54.71
2019-07-30 12:00:00 Sensor1 NO2 46.79
2019-07-30 12:00:00 Sensor1 SO2 63.54
2019-07-30 12:00:00 Sensor1 PM10 41.62
2019-07-31 12:00:00 Sensor1 O3 34.92
2019-07-31 12:00:00 Sensor1 NO2 25.54
2019-07-31 12:00:00 Sensor1 SO2 51.88
2019-07-31 12:00:00 Sensor1 PM10 53.33
2019-08-01 12:00:00 Sensor1 O3 42.62
2019-08-01 12:00:00 Sensor1 NO2 28.08
2019-08-01 12:00:00 Sensor1 SO2 61.17
2019-08-01 12:00:00 Sensor1 PM10 64.67
2019-08-02 12:00:00 Sensor1 O3 61.88
2019-08-02 12:00:00 Sensor1 NO2 56.54
2019-08-02 12:00:00 Sensor1 SO2 27.96
2019-08-02 12:00:00 Sensor1 PM10 68.38
2019-08-03 12:00:00 Sensor1 O3 41.83
2019-08-03 12:00:00 Sensor1 NO2 52.38
2019-08-03 12:00:00 Sensor1 SO2 49.29
2019-08-03 12:00:00 Sensor1 PM10 52.79
2019-08-04 12:00:00 Sensor1 O3 47.12
2019-08-04 12:00:00 Sensor1 NO2 32.58
2019-08-04 12:00:00 Sensor1 SO2 59.58
2019-08-04 12:00:00 Sensor1 PM10 50.08
2019-08-05 12:00:00 Sensor1 O3 15.75
2019-08-05 12:00:00 Sensor1 NO2 55.17
2019-08-05 12:00:00 Sensor1 SO2 59.25
2019-08-05 12:00:00 Sensor1 PM10 72.5
2019-08-06 12:00:00 Sensor1 O3 57.71
2019-08-06 12:00:00 Sensor1 NO2 51.62
2019-08-06 12:00:00 Sensor1 SO2 49.83
2019-08-06 12:00:00 Sensor1 PM10 34.29
2019-08-07 12:00:00 Sensor1 O3 40.5
2019-08-07 12:00:00 Sensor1 NO2 53.42
2019-08-07 12:00:00 Sensor1 SO2 63.42
2019-08-07 12:00:00 Sensor1 PM10 60.75
2019-08-08 12:00:00 Sensor1 O3 42.17
2019-08-08 12:00:00 Sensor1 NO2 31.58
2019-08-08 12:00:00 Sensor1 SO2 63.79
2019-08-08 12:00:00 Sensor1 PM10 29.67
2019-08-09 12:00:00 Sensor1 O3 61.88
2019-08-09 12:00:00 Sensor1 NO2 40.75
2019-08-09 12:00:00 Sensor1 SO2 64.17
2019-08-09 12:00:00 Sensor1 PM10 63.42
2019-08-10 12:00:00 Sensor1 O3 57.46
2019-08-10 12:00:00 Sensor1 NO2 52
2019-08-10 12:00:00 Sensor1 SO2 53.21
2019-08-10 12:00:00 Sensor1 PM10 46.42
2019-08-11 12:00:00 Sensor1 O3 49.92
2019-08-11 12:00:00 Sensor1 NO2 83.33
2019-08-11 12:00:00 Sensor1 SO2 49.54
2019-08-11 12:00:00 Sensor1 PM10 56.08
2019-08-12 12:00:00 Sensor1 O3 38.83
2019-08-12 12:00:00 Sensor1 NO2 68.75
2019-08-12 12:00:00 Sensor1 SO2 63.5
2019-08-12 12:00:00 Sensor1 PM10 37.33
2019-08-13 12:00:00 Sensor1 O3 42.12
2019-08-13 12:00:00 Sensor1 NO2 41.21
2019-08-13 12:00:00 Sensor1 SO2 59.62
2019-08-13 12:00:00 Sensor1 PM10 63.58
2019-08-14 12:00:00 Sensor1 O3 57.33
2019-08-14 12:00:00 Sensor1 NO2 44.42
2019-08-14 12:00:00 Sensor1 SO2 30.92
2019-08-14 12:00:00 Sensor1 PM10 46.5
2019-08-15 12:00:00 Sensor1 O3 48.58
2019-08-15 12:00:00 Sensor1 NO2 50.83
2019-08-15 12:00:00 Sensor1 SO2 56.96
2019-08-15 12:00:00 Sensor1 PM10 49.79
2019-08-16 12:00:00 Sensor1 O3 45.5
2019-08-16 12:00:00 Sensor1 NO2 67
2019-08-16 12:00:00 Sensor1 SO2 42.12
2019-08-16 12:00:00 Sensor1 PM10 51
2019-08-17 12:00:00 Sensor1 O3 57.79
2019-08-17 12:00:00 Sensor1 NO2 41.83
2019-08-17 12:00:00 Sensor1 SO2 41.21
2019-08-17 12:00:00 Sensor1 PM10 47.04
2019-08-18 12:00:00 Sensor1 O3 54.04
2019-08-18 12:00:00 Sensor1 NO2 27.62
2019-08-18 12:00:00 Sensor1 SO2 46.46
2019-08-18 12:00:00 Sensor1 PM10 51.25
2019-08-19 12:00:00 Sensor1 O3 52.42
2019-08-19 12:00:00 Sensor1 NO2 43.96
2019-08-19 12:00:00 Sensor1 SO2 33.67
2019-08-19 12:00:00 Sensor1 PM10 67
2019-08-20 12:00:00 Sensor1 O3 53.12
2019-08-20 12:00:00 Sensor1 NO2 67.42
2019-08-20 12:00:00 Sensor1 SO2 40.92
2019-08-20 12:00:00 Sensor1 PM10 58.21
2019-08-21 12:00:00 Sensor1 O3 63.17
2019-08-21 12:00:00 Sensor1 NO2 43.62
2019-08-21 12:00:00 Sensor1 SO2 68.88
2019-08-21 12:00:00 Sensor1 PM10 39.29
2019-08-22 12:00:00 Sensor1 O3 41.33
2019-08-22 12:00:00 Sensor1 NO2 60.04
2019-08-22 12:00:00 Sensor1 SO2 54.38
2019-08-22 12:00:00 Sensor1 PM10 56.12
2019-08-23 12:00:00 Sensor1 O3 39.54
2019-08-23 12:00:00 Sensor1 NO2 32.12
2019-08-23 12:00:00 Sensor1 SO2 39.04
2019-08-23 12:00:00 Sensor1 PM10 53.58
2019-08-24 12:00:00 Sensor1 O3 58.46
2019-08-24 12:00:00 Sensor1 NO2 39.58
2019-08-24 12:00:00 Sensor1 SO2 46.42
2019-08-24 12:00:00 Sensor1 PM10 51.54
2019-08-25 12:00:00 Sensor1 O3 31.25
2019-08-25 12:00:00 Sensor1 NO2 37.25
2019-08-25 12:00:00 Sensor1 SO2 27.25
2019-08-25 12:00:00 Sensor1 PM10 58.92
2019-08-26 12:00:00 Sensor1 O3 70.17
2019-08-26 12:00:00 Sensor1 NO2 50.38
2019-08-26 12:00:00 Sensor1 SO2 71.5
2019-08-26 12:00:00 Sensor1 PM10 42.83
2019-08-27 12:00:00 Sensor1 O3 56.54
2019-08-27 12:00:00 Sensor1 NO2 32.21
2019-08-27 12:00:00 Sensor1 SO2 63.5
2019-08-27 12:00:00 Sensor1 PM10 46.58
2019-08-28 12:00:00 Sensor1 O3 49
2019-08-28 12:00:00 Sensor1 NO2 55.17
2019-08-28 12:00:00 Sensor1 SO2 49.79
2019-08-28 12:00:00 Sensor1 PM10 47.46
2019-08-29 12:00:00 Sensor1 O3 62.33
2019-08-29 12:00:00 Sensor1 NO2 58.75
2019-08-29 12:00:00 Sensor1 SO2 27.04
2019-08-29 12:00:00 Sensor1 PM10 40.83
2019-08-30 12:00:00 Sensor1 O3 74.83
2019-08-30 12:00:00 Sensor1 NO2 51.67
2019-08-30 12:00:00 Sensor1 SO2 56.33
2019-08-30 12:00:00 Sensor1 PM10 56
2019-08-31 12:00:00 Sensor1 O3 44.67
2019-08-31 12:00:00 Sensor1 NO2 57.62
2019-08-31 12:00:00 Sensor1 SO2 39.62
2019-08-31 12:00:00 Sensor1 PM10 30.21
2019-09-01 12:00:00 Sensor1 O3 49.88
2019-09-01 12:00:00 Sensor1 NO2 73.46
2019-09-01 12:00:00 Sensor1 SO2 46.79
2019-09-01 12:00:00 Sensor1 PM10 31.96
2019-09-02 12:00:00 Sensor1 O3 44.25
2019-09-02 12:00:00 Sensor1 NO2 51.21
2019-09-02 12:00:00 Sensor1 SO2 65.75
2019-09-02 12:00:00 Sensor1 PM10 25.96
2019-09-03 12:00:00 Sensor1 O3 57.79
2019-09-03 12:00:00 Sensor1 NO2 59.71
2019-09-03 12:00:00 Sensor1 SO2 43.75
2019-09-03 12:00:00 Sensor1 PM10 35.92
2019-09-04 12:00:00 Sensor1 O3 39.46
2019-09-04 12:00:00 Sensor1 NO2 34.42
2019-09-04 12:00:00 Sensor1 SO2 82.79
2019-09-04 12:00:00 Sensor1 PM10 56.38
2019-09-05 12:00:00 Sensor1 O3 53.38
2019-09-05 12:00:00 Sensor1 NO2 81.67
2019-09-05 12:00:00 Sensor1 SO2 44.88
2019-09-05 12:00:00 Sensor1 PM10 24.17
2019-09-06 12:00:00 Sensor1 O3 59.04
2019-09-06 12:00:00 Sensor1 NO2 37.88
2019-09-06 12:00:00 Sensor1 SO2 55.79
2019-09-06 12:00:00 Sensor1 PM10 63.75
2019-09-07 12:00:00 Sensor1 O3 34.71
2019-09-07 12:00:00 Sensor1 NO2 47.29
2019-09-07 12:00:00 Sensor1 SO2 63.08
2019-09-07 12:00:00 Sensor1 PM10 47.29
2019-09-08 12:00:00 Sensor1 O3 57
2019-09-08 12:00:00 Sensor1 NO2 51.38
2019-09-08 12:00:00 Sensor1 SO2 47.25
2019-09-08 12:00:00 Sensor1 PM10 51.17
2019-09-09 12:00:00 Sensor1 O3 65.29
2019-09-09 12:00:00 Sensor1 NO2 27
2019-09-09 12:00:00 Sensor1 SO2 55.62
2019-09-09 12:00:00 Sensor1 PM10 58.21
2019-09-10 12:00:00 Sensor1 O3 38.5
2019-09-10 12:00:00 Sensor1 NO2 46.08
2019-09-10 12:00:00 Sensor1 SO2 35.62
2019-09-10 12:00:00 Sensor1 PM10 40.75
2019-09-11 12:00:00 Sensor1 O3 48.42
2019-09-11 12:00:00 Sensor1 NO2 72.21
2019-09-11 12:00:00 Sensor1 SO2 56.58
2019-09-11 12:00:00 Sensor1 PM10 67.04
2019-09-12 12:00:00 Sensor1 O3 38.5
2019-09-12 12:00:00 Sensor1 NO2 38.71
2019-09-12 12:00:00 Sensor1 SO2 53.21
